artist,availability,colorIdentity,colors,defense,edhrecRank,edhrecSaltiness,frameVersion,keywords,layout,life,loyalty,manaCost,manaValue,name,number,otherFaceIds,power,printings,rarity,setCode,subtypes,supertypes,toughness,types
Ron Spencer,"mtgo, paper",U,U,,3196.0,0.22,2003,,normal,,,{U},1.0,Unsummon,122,,,"10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, ANB, CED, CEI, CON, DPA, E02, FBB, HOU, ITP, LEA, LEB, M10, M11, M12, M13, M20, PS11, RQS, SUM, WC03",common,10E,,,,Instant
Darrell Riche,"mtgo, paper",U,U,,12984.0,0.27,2003,,normal,,,{U}{U},2.0,Vedalken Mastermind,123,,1,"10E, 5DN, PSAL",uncommon,10E,"Vedalken, Wizard",,2,Creature
John Avon,"mtgo, paper",U,U,,11783.0,,2003,"Defender, Flying",normal,,,{1}{U}{U},3.0,Wall of Air,124,,1,"10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, CED, CEI, FBB, LEA, LEB, SUM",uncommon,10E,Wall,,5,Creature
Roger Raupp,"mtgo, paper",B,B,,17925.0,,2003,,normal,,,{2}{B},3.0,Afflict,125,,,"10E, ODY",common,10E,,,,Instant
Adam Rex,"mtgo, paper",B,B,,22866.0,0.2,2003,,normal,,,{2}{B}{B},4.0,Agonizing Memories,126,,,"10E, 6ED, 7ED, WTH",uncommon,10E,,,,Sorcery
Mark Zug,"mtgo, paper",B,B,,11125.0,0.28,2003,Flying,normal,,,{4}{B}{B},6.0,Ascendant Evincar,127,,3,"10E, DPA, HOP, NEM, PMEI, PS11",rare,10E,"Phyrexian, Vampire, Noble",Legendary,3,Creature
Kev Walker,"mtgo, paper",B,B,,13147.0,0.1,2003,,normal,,,{2}{B},3.0,Assassinate,128,,,"10E, BBD, CNS, M10, M11, PC2, PCA, TSP, TSR",common,10E,,,,Sorcery
Alan Pollack,"mtgo, paper",B,B,,2273.0,0.2,2003,,normal,,,{3}{B}{B},5.0,Beacon of Unrest,129,,,"10E, 2XM, 40K, 5DN, ARC, C16, C19, HOP, PLIST, PRM",rare,10E,,,,Sorcery
Daarken,"mtgo, paper",B,B,,16876.0,0.15,2003,Swampwalk,normal,,,{3}{B},4.0,Bog Wraith,130,,3,"10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, CED, CEI, FBB, ITP, LEA, LEB, M10, PLIST, POR, RQS, S99, SUM",uncommon,10E,Wraith,,3,Creature
Matt Thompson,"mtgo, paper",B,B,,9696.0,0.18,2003,,normal,,,{X}{1}{B},2.0,Consume Spirit,131,,,"10E, 9ED, DDC, DPA, DVD, HOP, M10, M12, MRD, PIDW, PLIST, PS11",uncommon,10E,,,,Sorcery
Thomas M. Baxa,"mtgo, paper",B,B,,15669.0,0.12,2003,Enchant,normal,,,{1}{B},2.0,Contaminated Bond,132,,,"10E, 9ED, MRD",common,10E,Aura,,,Enchantment
Michael Sutfin,"mtgo, paper",B,B,,15927.0,0.19,2003,,normal,,,{1}{B},2.0,Cruel Edict,133,,,"10E, 9ED, DDC, DVD, P02, P07, PRM",uncommon,10E,,,,Sorcery
Jeremy Jarvis,"mtgo, paper",B,B,,16721.0,0.15,2003,,normal,,,{B},1.0,Deathmark,134,,,"10E, CSP, M10, M11, M12, MM2",uncommon,10E,,,,Sorcery
Greg Staples,"mtgo, paper",B,B,,275.0,0.33,2003,,normal,,,{2}{B}{B},4.0,Diabolic Tutor,135,,,"10E, 8ED, 9ED, CMA, CMD, CN2, KLD, M10, M11, M12, M14, ODY, PHUK, PSAL, SLD",uncommon,10E,,,,Sorcery
Michael Sutfin,"mtgo, paper",B,B,,14006.0,0.24,2003,,normal,,,{B}{B},2.0,Distress,136,,,"10E, CHK, M12",common,10E,,,,Sorcery
Volkan BaÇµa,"mtgo, paper",B,B,,1874.0,0.14,2003,,normal,,,{2}{B},3.0,Doomed Necromancer,137,,2,"10E, 2XM, AFC, AJMP, C19, ONS, WC03",rare,10E,"Human, Cleric, Mercenary",,2,Creature
Carl Critchlow,"mtgo, paper",B,B,,21668.0,,2003,,normal,,,{3}{B},4.0,Dross Crocodile,138,,5,"10E, 5DN",common,10E,"Zombie, Crocodile",,1,Creature
Jim Nelson,"mtgo, paper",B,B,,13749.0,0.06,2003,,normal,,,{1}{B},2.0,Drudge Skeletons,139,,1,"10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, CED, CEI, DDD, DPA, FBB, GVL, LEA, LEB, M10, PS11, SUM",uncommon,10E,Skeleton,,1,Creature
Pete Venters,"mtgo, paper",B,B,,24149.0,0.17,2003,Flying,normal,,,{2}{B},3.0,Dusk Imp,140,,2,"10E, 8ED, DDC, DPA, DVD, ODY, PS11",common,10E,Imp,,1,Creature
Jim Nelson,"mtgo, paper",B,B,,21430.0,,2003,,normal,,,{4}{B},5.0,Essence Drain,141,,,"10E, DPA, DST, M13, PS11",common,10E,,,,Sorcery
Adam Rex,"mtgo, paper",B,B,,13211.0,0.25,2003,Enchant,normal,,,{B}{B},2.0,Fear,142,,,"10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, CED, CEI, FBB, ICE, LEA, LEB, SUM",common,10E,Aura,,,Enchantment
Thomas M. Baxa,"mtgo, paper",B,B,,14762.0,0.11,2003,,normal,,,{B},1.0,Festering Goblin,143,,1,"10E, 9ED, ARC, DMR, HOP, MMA, ONS, PSAL",common,10E,"Zombie, Goblin",,1,Creature
Puddnhead,"mtgo, paper",B,B,,879.0,1.48,2003,,normal,,,{1}{B}{B}{B},4.0,Grave Pact,144,,,"10E, 8ED, 9ED, CM2, CMD, CMM, HOP, STH, WOT",rare,10E,,,,Enchantment
Kev Walker,"mtgo, paper",B,B,,4625.0,0.19,2003,,normal,,,{2}{B}{B},4.0,Graveborn Muse,145,,3,"10E, LGN, PLIST",rare,10E,"Zombie, Spirit",,3,Creature
Dermot Power,"mtgo, paper",B,B,,6044.0,0.12,2003,,normal,,,{3}{B},4.0,Gravedigger,146,,2,"10E, 6ED, 7ED, 8ED, 9ED, AKH, AKR, BTD, CM2, CMD, EMA, HOP, J22, M10, M11, M12, M15, M19, M20, MB1, ODY, PDCI, POR, PS11, PSAL, S99, TMP, TPR",common,10E,Zombie,,2,Creature
Roger Raupp,"mtgo, paper",B,B,,25235.0,0.11,2003,,normal,,,{1}{B},2.0,Hate Weaver,147,,2,"10E, INV",uncommon,10E,"Zombie, Wizard",,1,Creature
Terese Nielsen,"mtgo, paper",B,B,,9954.0,0.8,2003,,normal,,,{3}{B}{B},5.0,Head Games,148,,,"10E, ONS",rare,10E,,,,Sorcery
Brom,"mtgo, paper",B,B,,22429.0,,2003,,normal,,,{1}{B}{B},3.0,Hidden Horror,149,,4,"10E, 6ED, P02, PD3, PS11, WTH",uncommon,10E,Horror,,4,Creature
Kev Walker,"mtgo, paper",B,B,,20924.0,0.05,2003,,normal,,,{2}{B}{B},4.0,Highway Robber,150,,2,"10E, 9ED, DDM, MMQ",common,10E,"Human, Mercenary",,2,Creature
Greg Staples,"mtgo, paper",B,B,,6241.0,0.17,2003,Flying,normal,,,{1}{B}{B},3.0,Hypnotic Specter,151,,2,"10E, 2ED, 30A, 3ED, 4BB, 4ED, 9ED, ATH, CED, CEI, FBB, HA1, LEA, LEB, M10, MB1, P06, PRM, PTC, SUM",rare,10E,Specter,,2,Creature
rk post,"mtgo, paper",B,B,,18255.0,0.27,2003,,normal,,,{1}{B}{B},3.0,Knight of Dusk,152,,2,"10E, TMP",uncommon,10E,"Human, Knight",,2,Creature
Kev Walker,"mtgo, paper",B,B,,21364.0,0.22,2003,,normal,,,{2}{B},3.0,Looming Shade,153,,1,"10E, 7ED, 8ED, 9ED, M10, USG",common,10E,Shade,,1,Creature
Michael Sutfin,"mtgo, paper",B,B,,9929.0,,2003,"Flying, Trample",normal,,,{4}{B}{B}{B},7.0,Lord of the Pit,154,,7,"10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, CED, CEI, DDC, DVD, FBB, IMA, LEA, LEB, SLD, SUM",rare,10E,Demon,,7,Creature
Brom,"mtgo, paper",B,B,,2695.0,0.17,2003,,normal,,,{1}{B}{B},3.0,Lord of the Undead,155,,2,"10E, 8ED, 9ED, PLIST, PLS, PSAL, SLD",rare,10E,Zombie,,2,Creature
Lucio Parrillo,"mtgo, paper",B,B,,23435.0,0.21,2003,,normal,,,{3}{B}{B},5.0,Mass of Ghouls,156,,5,"10E, FUT, TSR",common,10E,"Zombie, Warrior",,3,Creature
Nick Percival,"mtgo, paper",B,B,,2472.0,0.38,2003,,normal,,,{2}{B},3.0,Megrim,157,,,"10E, 7ED, 8ED, 9ED, DPA, M10, PS11, STH",uncommon,10E,,,,Enchantment
Jeff Easley,"mtgo, paper",B,B,,22808.0,0.2,2003,,normal,,,{X}{2}{B},3.0,Midnight Ritual,158,,,"10E, MMQ",rare,10E,,,,Sorcery
Steve Luke,"mtgo, paper",B,B,,9918.0,0.25,2003,,normal,,,{2}{B},3.0,Mind Rot,159,,,"10E, 7ED, 8ED, 9ED, DPA, DTK, KLD, KLR, M10, M11, M12, M13, M14, M15, M19, M20, M21, MB1, ORI, P02, POR, PS11, RTR, S99, W16",common,10E,,,,Sorcery
Mike Ploog,"mtgo, paper",B,B,,8530.0,0.88,2003,,normal,,,{2}{B}{B},4.0,Mortal Combat,160,,,"10E, TOR",rare,10E,,,,Enchantment
Anthony S. Waters,"mtgo, paper",B,B,,6024.0,0.05,2003,,normal,,,{2}{B}{B},4.0,Mortivore,161,,*,"10E, 9ED, CM2, CMD, DPA, ODY, PS11",rare,10E,Lhurgoyf,,*,Creature
Carl Critchlow,"mtgo, paper",B,B,,5962.0,,2003,,normal,,,{2}{B},3.0,Nantuko Husk,162,,2,"10E, 9ED, CMD, MB1, ONS, ORI, PSAL",uncommon,10E,"Zombie, Insect",,2,Creature
Christopher Moeller,"mtgo, paper",B,B,,8020.0,0.06,2003,First strike,normal,,,{2}{B}{B},4.0,Nekrataal,163,,2,"10E, 8ED, 9ED, BRB, C14, DDM, EMA, VIS, WC97, WC98",uncommon,10E,"Human, Assassin",,1,Creature
Carl Critchlow,"mtgo, paper",B,B,,10615.0,,2003,Flying,normal,,,{5}{B},6.0,Nightmare,164,,*,"10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, ANB, CED, CEI, FBB, LEA, LEB, M10, M14, M15, ORI, PLIST, SUM, W16, W17",rare,10E,"Nightmare, Horse",,*,Creature
Carl Critchlow,"mtgo, paper",B,B,,9724.0,0.13,2003,,normal,,,{1}{B},2.0,No Rest for the Wicked,165,,,"10E, PLIST, USG",uncommon,10E,,,,Enchantment
Ron Spears,"mtgo, paper",B,B,,6438.0,0.68,2003,,normal,,,{3}{B}{B}{B}{B},7.0,Phage the Untouchable,166,,4,"10E, CNS, LGN, SLD",rare,10E,"Avatar, Minion",Legendary,4,Creature
Mark Tedin,"mtgo, paper",B,B,,3805.0,0.03,2003,,normal,,,{2}{B},3.0,Phyrexian Rager,167,,2,"10E, APC, C15, CLB, CMA, CMR, DDD, DMR, DMU, EMA, GVL, IMA, JMP, MB1, MBS, MOC, PMEI, PWCS",common,10E,"Phyrexian, Horror",,2,Creature
Tom Fleming,"mtgo, paper",B,B,,16628.0,,2003,Swampwalk,normal,,,{B},1.0,Plague Beetle,168,,1,"10E, 7ED, 8ED, 9ED, PS11, ULG",common,10E,Insect,,1,Creature
Alan Pollack,"mtgo, paper",B,B,,4581.0,0.42,2003,,normal,,,{7}{B}{B},9.0,Plague Wind,169,,,"10E, 8ED, 9ED, A25, PCY",rare,10E,,,,Sorcery
Eric Peterson,"mtgo, paper",B,B,,17722.0,0.24,2003,,normal,,,{1}{B}{B},3.0,Rain of Tears,170,,,"10E, MMQ, POR, TMP",uncommon,10E,,,,Sorcery
Carl Critchlow,"mtgo, paper",B,B,,8259.0,0.09,2003,,normal,,,{1}{B},2.0,Ravenous Rats,171,,1,"10E, 8ED, 9ED, DDD, DDJ, DPA, GVL, INV, M13, P02, PS11, S99, UDS, WC99",common,10E,Rat,,1,Creature
Nelson DeCastro,"mtgo, paper",B,B,,10878.0,0.06,2003,,normal,,,{2}{B},3.0,Recover,172,,,"10E, INV, MB1, MM3, RIX",common,10E,,,,Sorcery
Thomas M. Baxa,"mtgo, paper",B,B,,8326.0,0.08,2003,,normal,,,{1}{B}{B},3.0,Relentless Rats,173,,2,"10E, 5DN, A25, M10, M11, PLIST, PM11, SLP, TSR",uncommon,10E,Rat,,2,Creature
Mark Zug,"mtgo, paper",B,B,,2866.0,0.25,2003,,normal,,,{1}{B}{B},3.0,Royal Assassin,174,,1,"10E, 2ED, 30A, 3ED, 4BB, 4ED, 8ED, 9ED, CED, CEI, DMR, FBB, LEA, LEB, M10, M11, M12, PJJT, PJSE, PRM, PSUS, SUM",rare,10E,"Human, Assassin",,1,Creature
Kev Walker,"mtgo, paper",B,B,,23805.0,0.06,,,,,,,,,,,,,,,,,,
Kev Walker,"mtgo, paper",B,B,,13833.0,,2003,Flying,normal,,,{3}{B}{B},5.0,Sengir Vampire,176,,4,"10E, 2ED, 30A, 3ED, 4BB, 4ED, 9ED, ANB, BRB, BTD, CED, CEI, DDK, DPA, FBB, JMP, LEA, LEB, M12, M14, M15, MB1, ME4, ORI, P30H, PS11, PTC, SUM, TOR, W16, W17",rare,10E,Vampire,,4,Creature
Dany Orizio,"mtgo, paper",B,B,,21135.0,,2003,Fear,normal,,,{1}{B}{B},3.0,Severed Legion,177,,2,"10E, 8ED, DPA, ONS, PS11",common,10E,Zombie,,2,Creature
Randy Gallegos,"mtgo, paper",B,B,,9677.0,0.08,2003,,normal,,,{B},1.0,Sleeper Agent,178,,3,"10E, PLIST, USG",rare,10E,"Phyrexian, Minion",,3,Creature
Adam Rex,"mtgo, paper",B,B,,22833.0,0.3,2003,,normal,,,{3}{B}{B},5.0,Soul Feast,179,,,"10E, 7ED, 8ED, 9ED, S99, UDS, WC03",uncommon,10E,,,,Sorcery
Matthew D. Wilson,"mtgo, paper",B,B,,23443.0,,2003,,normal,,,{1}{B},2.0,Spineless Thug,180,,2,"10E, 7ED, 8ED, 9ED, NEM, PSAL",common,10E,"Phyrexian, Zombie, Mercenary",,2,Creature
Daarken,"mtgo, paper",B,B,,18965.0,0.14,2003,,normal,,,{2}{B}{B},4.0,Stronghold Discipline,181,,,"10E, CNS, NEM",uncommon,10E,,,,Sorcery
Adam Rex,"mtgo, paper",B,B,,7379.0,0.2,2003,,normal,,,{1}{B},2.0,Terror,182,,,"10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, ATH, BRB, BTD, CED, CEI, DMR, DPA, FBB, FNM, ITP, LEA, LEB, ME4, MRD, P05, PRM, PS11, RQS, SUM, TD0",common,10E,,,,Instant
rk post,"mtgo, paper",B,B,,21085.0,0.18,2003,,normal,,,{1}{B},2.0,Thrull Surgeon,183,,1,"10E, EXO, TPR, WC98",uncommon,10E,Thrull,,1,Creature
Carl Critchlow,"mtgo, paper",B,B,,1363.0,0.55,2003,,normal,,,{B}{B}{B},3.0,Underworld Dreams,184,,,"10E, 8ED, 9ED, DPA, LEG, M10, P2HG, PRM, PS11, SLD, THB",rare,10E,,,,Enchantment
Terese Nielsen,"mtgo, paper",B,B,,15882.0,0.18,2003,Enchant,normal,,,{B},1.0,Unholy Strength,185,,,"10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 7ED, 8ED, 9ED, ATH, CED, CEI, DDC, DPA, DVD, FBB, LEA, LEB, M10, M11, PS11, SUM",common,10E,Aura,,,Enchantment
Chippy,"mtgo, paper",B,B,,20315.0,,2003,Flying,normal,,,{B},1.0,Vampire Bats,186,,0,"10E, 4BB, 4ED, 5ED, DDD, GVL, ITP, LEG, REN, RQS",common,10E,Bat,,1,Creature
Greg Staples,"mtgo, paper",R,R,,22179.0,,2003,First strike,normal,,,{3}{R},4.0,Anaba Bodyguard,187,,2,"10E, 6ED, HML",common,10E,Minotaur,,3,Creature
Dan Dos Santos,"mtgo, paper",R,R,,15622.0,,2003,Enchant,normal,,,{2}{R},3.0,Arcane Teachings,188,,,"10E, JUD, PLIST",uncommon,10E,Aura,,,Enchantment
Greg Hildebrandt,"mtgo, paper",R,R,,13374.0,,2003,,normal,,,{3}{R}{R},5.0,Beacon of Destruction,189,,,"10E, 5DN, DDS",rare,10E,,,,Instant
Alex Horley-Orlandelli,"mtgo, paper",R,R,,9961.0,0.11,2003,,normal,,,{X}{R},1.0,Blaze,190,,,"10E, 6ED, 7ED, 8ED, 9ED, BBD, DPA, GN3, HOP, J22, P02, POR, PS11, PTK, WC00",uncommon,10E,,,,Sorcery
Greg Staples,"mtgo, paper",R,R,,11516.0,0.13,2003,,normal,,,{6}{R}{R},8.0,Bloodfire Colossus,191,,6,"10E, 9ED, APC, DDI",rare,10E,Giant,,6,Creature
Alex Horley-Orlandelli,"mtgo, paper",R,R,,24982.0,,2003,,normal,,,{2}{R},3.0,Bloodrock Cyclops,192,,3,"10E, BTD, JMP, WTH",common,10E,Cyclops,,3,Creature
Terese Nielsen,"mtgo, paper",R,R,,22355.0,,2003,,normal,,,{2}{R},3.0,Bogardan Firefiend,193,,2,"10E, HOP, WTH",common,10E,"Elemental, Spirit",,1,Creature
Chippy,"mtgo, paper",R,R,,18519.0,,2003,,normal,,,{3}{R}{R},5.0,Cone of Flame,194,,,"10E, DD2, DDG, HOP, J22, JVC, M15, W16, WTH",uncommon,10E,,,,Sorcery
Zoltan Boros & Gabor Szikszai,"mtgo, paper",R,R,,22843.0,0.31,2003,,normal,,,{2}{R},3.0,Cryoclasm,195,,,"10E, CSP",uncommon,10E,,,,Sorcery
Gary Ruddell,"mtgo, paper",R,R,,11681.0,0.14,2003,,normal,,,{3}{R},4.0,Demolish,196,,,"10E, 8ED, 9ED, AVR, KLD, M11, M14, MB1, ODY, ORI, THS, WAR, WC03, XLN, ZEN",common,10E,,,,Sorcery
Jim Pavelec,"mtgo, paper",R,R,,16838.0,,2003,,normal,,,{4}{R}{R},6.0,Dragon Roost,197,,,"10E, ONS, PS11",rare,10E,,,,Enchantment
Stephen Daniele,"mtgo, paper",R,R,,24779.0,,2003,,normal,,,{R},1.0,Duct Crawler,198,,1,"10E, STH",common,10E,Insect,,1,Creature
Anthony S. Waters,"mtgo, paper",R,R,,23161.0,,2003,,normal,,,{3}{R}{R},5.0,Earth Elemental,199,,4,"10E, 2ED, 30A, 3ED, 4BB, 4ED, BBD, CED, CEI, DPA, FBB, IMA, LEA, LEB, MB1, PS11, S99, SUM",uncommon,10E,Elemental,,5,Creature
Aleksi Briclot,"mtgo, paper",R,R,,15962.0,,2003,Enchant,normal,,,{R},1.0,Firebreathing,200,,,"10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, 9ED, CED, CEI, FBB, LEA, LEB, M10, M12, MIR, SUM",common,10E,Aura,,,Enchantment
Pete Venters,"mtgo, paper",R,R,,11593.0,,2003,,normal,,,{1}{R},2.0,Fists of the Anvil,201,,,"10E, MRD",common,10E,,,,Instant
Dave Dorman,"mtgo, paper",R,R,,15216.0,0.05,2003,,normal,,,{2}{R},3.0,Flamewave Invoker,202,,2,"10E, BBD, DD1, DD2, EVG, JVC, LGN, MB1",uncommon,10E,"Goblin, Mutant",,2,Creature
Chippy,"mtgo, paper",R,R,,19967.0,0.06,2003,,normal,,,{X}{2}{R}{R},4.0,Flowstone Slide,203,,,"10E, 9ED, NEM",rare,10E,,,,Sorcery
John Matson,"mtgo, paper",R,R,,2895.0,0.65,2003,,normal,,,{1}{R}{R}{R},4.0,Furnace of Rath,204,,,"10E, 8ED, 9ED, DPA, HOP, PLIST, PS11, TMP",rare,10E,,,,Enchantment
Matt Cavotta,"mtgo, paper",R,R,,14111.0,0.25,2003,Flying,normal,,,{2}{R}{R},4.0,Furnace Whelp,205,,2,"10E, 5DN, ARC, CMA, CMD, DD2, GN3, IMA, J22, JMP, JVC, M13, M15, MB1, PS11, SCD",uncommon,10E,Dragon,,2,Creature
Robert Bliss,"mtgo, paper",R,R,,24364.0,,2003,,normal,,,{1}{R},2.0,Goblin Elite Infantry,206,,2,"10E, 6ED, 7ED, MIR",common,10E,"Goblin, Warrior",,2,Creature
Ron Spears,"mtgo, paper",R,R,,2820.0,0.17,2003,,normal,,,{1}{R}{R},3.0,Goblin King,207,,2,"10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, ATH, CED, CEI, FBB, LEA, LEB, SLD, SUM",rare,10E,Goblin,,2,Creature
D. Alexander Gregory,"mtgo, paper",R,R,,8952.0,0.12,2003,,normal,,,{1}{R},2.0,Goblin Lore,208,,,"10E, JMP, P02, PLIST, S99",uncommon,10E,,,,Sorcery
DiTerlizzi,"mtgo, paper",R,R,,21694.0,,2003,,normal,,,{1}{R},2.0,Goblin Piker,209,,2,"10E, 9ED, DPA, M10, M11, M12, P02, PS11",common,10E,"Goblin, Warrior",,1,Creature
Daren Bader,"mtgo, paper",R,R,,19004.0,,2003,Flying,normal,,,{2}{R},3.0,Goblin Sky Raider,210,,1,"10E, 9ED, DPA, ONS, PS11",common,10E,"Goblin, Warrior",,2,Creature
Dave Dorman,"mtgo, paper",R,R,,22191.0,0.1,2003,,normal,,,{1}{R},2.0,Guerrilla Tactics,211,,,"10E, 8ED, 9ED, ALL, DKM, FMB1",uncommon,10E,,,,Instant
Kev Walker,"mtgo, paper",R,R,,23312.0,,2003,,normal,,,{3}{R},4.0,Hill Giant,212,,3,"10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 7ED, 8ED, 9ED, CED, CEI, DPA, FBB, ITP, LEA, LEB, POR, PS11, RQS, SUM",common,10E,Giant,,3,Creature
Zoltan Boros & Gabor Szikszai,"mtgo, paper",R,R,,10289.0,,2003,,normal,,,{1}{R},2.0,Incinerate,213,,,"10E, 5ED, CST, DD2, DKM, DPA, ICE, JVC, M12, ME2, MIR, OLEP, P08, PLGM, PRM, PS11, PTC, WC97, WC98",common,10E,,,,Instant
Kev Walker,"mtgo, paper",R,R,,11913.0,,2003,Haste,normal,,,{4}{R}{R},6.0,"Kamahl, Pit Fighter",214,,6,"10E, DDL, DDS, DPA, ODY, P15A, PRM, PS11, PSAL",rare,10E,"Human, Barbarian",Legendary,1,Creature
Brian SnÃµddy,"mtgo, paper",R,R,,14270.0,,2003,,normal,,,{4}{R},5.0,Lava Axe,215,,,"10E, 7ED, 8ED, 9ED, BTD, M10, M11, M12, M14, M15, M19, P02, PDCI, POR, PRM, PS11, S00, S99, ULG",common,10E,,,,Sorcery
Brian SnÃµddy,"mtgo, paper",R,R,,16181.0,,2003,,normal,,,{3}{R},4.0,Lavaborn Muse,216,,3,"10E, DDK, LGN, PLIST, PSAL",rare,10E,Spirit,,3,Creature
Kev Walker,"mtgo, paper",R,R,,20123.0,,2003,Haste,normal,,,{3}{R},4.0,Lightning Elemental,217,,4,"10E, 7ED, 8ED, 9ED, BRB, DPA, JMP, M10, M12, PS11, TMP",common,10E,Elemental,,1,Creature
Jeff Miracola,"mtgo, paper",R,R,,1988.0,1.16,2003,,normal,,,{3}{R},4.0,Manabarbs,218,,,"10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, CED, CEI, FBB, LEA, LEB, M10, M12, SUM",rare,10E,,,,Enchantment
Brom,"mtgo, paper",R,R,,7178.0,,2003,,normal,,,{R},1.0,Mogg Fanatic,219,,1,"10E, ATH, DD1, EMA, EVG, F02, MB1, PD2, PDCI, PRM, TMP, TPR, WC98, WC99",uncommon,10E,Goblin,,1,Creature
Jeff Miracola,"mtgo, paper",R,R,,15075.0,0.05,2003,,normal,,,{1}{R}{R},3.0,Orcish Artillery,220,,1,"10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 6ED, 7ED, 8ED, 9ED, CED, CEI, FBB, ITP, LEA, LEB, PLIST, RQS, SUM",uncommon,10E,"Orc, Warrior",,3,Creature
Jeremy Jarvis,"mtgo, paper",R,R,,6934.0,0.06,2003,,normal,,,{2}{R},3.0,Prodigal Pyromancer,221,,1,"10E, DPA, IMA, M10, M11, PLC, PS11, TSR",common,10E,"Human, Wizard",,1,Creature
John Avon,"mtgo, paper",R,R,,5675.0,0.19,2003,,normal,,,{1}{R},2.0,Pyroclasm,222,,,"10E, 7ED, 8ED, 9ED, A25, DDK, DDL, DKM, ICE, M10, M11, MM3, OLEP, P06, PLIST, POR, PRM, PSAL, WC01, WC03, WC04",uncommon,10E,,,,Sorcery
John Matson,"mtgo, paper",R,R,,25436.0,0.25,2003,,normal,,,{1}{R},2.0,Rage Weaver,223,,2,"10E, INV",uncommon,10E,"Human, Wizard",,1,Creature
Jeff Miracola,"mtgo, paper",R,R,,12961.0,,2003,Haste,normal,,,{R},1.0,Raging Goblin,224,,1,"10E, 6ED, 7ED, 8ED, 9ED, ANB, ATH, BRB, BTD, DD1, EVG, EXO, M10, OANA, P02, POR, PSAL, S99",common,10E,"Goblin, Berserker",,1,Creature
Greg Hildebrandt,"mtgo, paper",R,R,,889.0,0.47,2003,,normal,,,{2}{R}{R},4.0,Relentless Assault,225,,,"10E, 6ED, 7ED, 8ED, 9ED, CMR, DDT, HOP, P02, PTK, S99, VIS",rare,10E,,,,Sorcery
Heather Hudson,"mtgo, paper",R,R,,25298.0,,2003,Mountainwalk,normal,,,{4}{R},5.0,Rock Badger,226,,3,"10E, MMQ",common,10E,"Badger, Beast",,3,Creature
Steve Firchow,"mtgo, paper",R,R,,15479.0,0.06,2003,,normal,,,{4}{R},5.0,Scoria Wurm,227,,7,"10E, USG",rare,10E,Wurm,,7,Creature
Greg Staples,"mtgo, paper",R,R,,10469.0,0.31,2003,,normal,,,{R}{R}{R},3.0,Seismic Assault,228,,,"10E, 7ED, 8ED, EXO, UMA",rare,10E,,,,Enchantment
Paolo Parente,"mtgo, paper",R,R,,11826.0,0.2,2003,,normal,,,{2}{R}{R},4.0,Shatterstorm,229,,,"10E, 3ED, 5ED, 6ED, AKR, ATQ, FBB, MP2, OLEP, PLIST, SUM",uncommon,10E,,,,Sorcery
Donato Giancola,"mtgo, paper",R,R,,8931.0,0.25,2003,Flying,normal,,,{4}{R}{R},6.0,Shivan Dragon,230,,5,"10E, 2ED, 30A, 3ED, 4BB, 4ED, 5ED, 7ED, 8ED, 9ED, BTD, CED, CEI, DMR, DPA, DRB, FBB, GN3, J21, LEA, LEB, M10, M14, M15, M19, M20, ME4, O90P, ORI, P30H, P30T, P9ED, PMEI, PRM, PS11, SLC, SLD, SUM, W16, W17",rare,10E,Dragon,,5,Creature
Kev Walker,"mtgo, paper",R,R,,11063.0,,2003,Flying,normal,,,{5}{R}{R},7.0,Shivan Hellkite,231,,5,"10E, AFC, DDG, USG",rare,10E,Dragon,,5,Creature
Jon Foster,"mtgo, paper",R,R,,2992.0,0.12,2003,,normal,,,{R},1.0,Shock,232,,,"10E, 6ED, 7ED, 8ED, 9ED, AER, ANB, BBD, BTD, DDN, DPA, FNM, M12, M14, M19, M20, M21, MB1, ONS, PMEI, PRM, PS11, PSAL, STA, STH, WC98, WC99",common,10E,,,,Instant
Greg Hildebrandt,"mtgo, paper",R,R,,11910.0,0.19,2003,,normal,,,{1}{R}{R},3.0,Shunt,233,,,"10E, DST",rare,10E,,,,Instant
